GeneID	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9		
ENSG00000116574	109	838	447	320	1733	1223	1942	314	725		
ENSG00000143248	148	1446	608	1240	8611	13380	7169	2945	4545		
ENSG00000162814	4	17	14	35	20	38	28	33	5		
ENSG00000225172	0	0	0	0	0	0	0	0	0		
ENSG00000261642	0	0	0	0	0	0	0	0	0		
ENSG00000228239	0	0	0	0	0	0	0	0	0		
ENSG00000237283	0	0	0	0	0	0	0	0	0		
ENSG00000116132	633	79	663	683	1175	1901	2659	273	193		
ENSG00000229242	0	0	0	0	0	0	0	2	0		
ENSG00000152092	1	1	1	0	15	3	4	4	0		
ENSG00000234984	0	0	0	0	0	0	0	0	0		
ENSG00000229983	0	0	0	0	0	0	4	0	1		
ENSG00000225122	0	0	0	0	0	0	0	0	0		
ENSG00000225920	1	5	3	9	19	8	16	5	10		
ENSG00000143476	262	357	232	614	1108	1299	1523	729	734		
ENSG00000057252	758	415	568	906	1942	2327	2751	394	716		
ENSG00000285718	0	0	0	0	0	0	0	0	0		
ENSG00000233018	0	0	0	0	1	0	2	0	0		
ENSG00000224783	0	0	0	0	0	0	0	0	0		
ENSG00000162852	149	591	287	445	1574	1271	1395	903	715		
ENSG00000268062	0	2	0	1	12	3	3	2	2		
ENSG00000116962	586	1189	867	2477	6429	9487	7088	3311	3619		
ENSG00000229757	0	0	0	0	3	0	0	0	0		
ENSG00000220749	18	40	35	61	25	46	65	46	86		
ENSG00000181450	47	225	132	266	671	758	591	505	222		
ENSG00000225300	0	0	0	0	0	1	0	0	0		
ENSG00000223842	0	1	0	3	4	4	6	2	1		
ENSG00000143355	3	0	0	0	5	1	14	0	3		
ENSG00000237193	0	0	0	0	0	0	0	0	0		
ENSG00000223490	0	0	0	0	1	0	1	0	0		
ENSG00000174502	80	3	16	1	4	9	2	579	1		
ENSG00000143195	3	86	25	48	168	126	253	92	63		
ENSG00000162849	104	47	313	321	525	484	804	111	33		
ENSG00000232824	0	0	0	0	0	0	0	1	3		
ENSG00000067533	152	472	252	397	1213	786	1180	903	820		
ENSG00000228955	1	0	0	0	4	2	1	2	0		
ENSG00000224702	0	0	0	0	2	0	0	0	0		
ENSG00000271811	2	0	2	5	1	1	0	1	0		
ENSG00000224278	0	0	0	0	0	0	0	0	0		
ENSG00000226486	0	0	0	0	0	0	0	0	0		
ENSG00000227687	0	0	1	0	0	0	1	30	0		
ENSG00000231814	0	0	0	0	0	0	0	0	0		
ENSG00000277007	0	8	1	8	20	4	19	2	5		
ENSG00000229016	0	0	0	0	0	0	0	0	0		
ENSG00000152104	275	290	518	529	1293	1011	1453	349	256		
ENSG00000117650	195	501	348	544	1324	920	1625	582	932		
ENSG00000203724	7	7	6	4	10	1	14	27	12		
ENSG00000225006	0	0	0	0	0	0	0	0	0		
ENSG00000223375	0	0	0	0	0	0	0	0	1		
ENSG00000230714	0	0	0	0	0	0	0	0	0		
ENSG00000173726	1624	3591	2450	4669	9240	7824	11335	7322	6625		
ENSG00000282852	0	0	0	0	0	0	0	0	0		
ENSG00000152382	97	322	150	262	674	767	842	371	312		
ENSG00000232100	0	0	0	0	0	0	0	0	0		
ENSG00000230547	0	1	0	1	4	1	4	1	3		
ENSG00000232215	0	0	0	0	0	0	0	0	0		
ENSG00000135829	1251	3290	1982	3987	9282	11112	11224	4705	4834		
ENSG00000134717	468	676	350	662	1547	2153	2406	879	734		
ENSG00000278180	0	0	0	0	0	0	0	0	0		
ENSG00000232341	6	8	12	12	8	3	6	7	11		
ENSG00000287676	0	4	0	0	4	4	2	1	3		
ENSG00000236792	1	0	2	2	4	0	3	2	2		
ENSG00000143207	235	779	490	710	2165	2571	2710	1461	1085		
ENSG00000270859	0	0	0	0	0	0	0	0	0		
ENSG00000238224	0	1	0	0	0	0	0	0	0		
ENSG00000237492	0	0	0	0	0	0	0	0	0		
ENSG00000150681	19	36	5	30	334	169	114	64	31		
ENSG00000116906	334	1259	1204	872	2141	1920	3345	1397	1003		
ENSG00000092969	9	51	28	66	182	194	255	128	97		
ENSG00000157181	207	600	401	510	1809	1613	1812	957	780		
ENSG00000250762	2	2	2	2	3	3	1	0	4		
ENSG00000076258	6	67	46	44	208	242	177	77	87		
ENSG00000117697	180	248	211	284	818	823	993	531	422		
ENSG00000235083	0	0	0	0	0	0	0	0	0		
ENSG00000162669	0	1	1	4	9	3	8	5	1		
ENSG00000225904	0	0	0	0	0	0	0	0	0		
ENSG00000143641	397	1446	895	1729	2753	2344	4705	2587	2728		
ENSG00000010932	13	13	11	11	53	29	49	21	23		
ENSG00000010072	84	212	199	249	657	482	707	406	327		
ENSG00000135766	47	33	75	62	50	48	62	86	60		
ENSG00000238054	0	0	0	0	0	0	0	0	0		
ENSG00000168243	12	147	61	679	787	1263	315	2087	25		
ENSG00000281453	0	0	0	0	0	0	0	0	0		
ENSG00000237469	0	0	0	0	0	0	0	0	0		
ENSG00000227613	0	0	0	0	0	0	0	0	0		
ENSG00000116183	3	4	4	1	123	57	72	35	33		
ENSG00000231612	0	0	0	0	2	0	1	1	0		
ENSG00000271036	0	0	0	0	0	0	0	0	0		
ENSG00000170382	25	34	24	82	90	78	160	15	9		
ENSG00000226868	0	0	0	0	0	0	0	0	0		
ENSG00000279401	0	0	0	0	20	2	5	0	12		
ENSG00000287450	0	0	0	1	0	0	0	1	0		
ENSG00000237011	0	0	0	0	0	0	0	0	0		
ENSG00000066027	401	1319	644	764	2826	2220	3393	2254	1341		
ENSG00000173728	0	0	0	1	2	0	3	2	0		
ENSG00000225811	0	0	0	1	5	10	6	34	0		
ENSG00000273093	0	0	0	0	0	0	0	0	1		
ENSG00000185523	0	0	0	0	2	4	2	1	0		
ENSG00000116711	26	640	820	29	273	217	213	433	696		
ENSG00000226750	0	0	0	0	0	0	0	0	0		
ENSG00000285665	3	10	8	9	13	18	16	5	18		
ENSG00000231022	0	0	0	0	0	0	0	0	0		
ENSG00000224436	0	0	0	0	0	0	0	0	0		
ENSG00000234915	0	0	0	0	1	0	1	1	1		
ENSG00000227585	0	0	0	0	0	0	0	0	0		
ENSG00000157060	0	0	0	0	0	1	0	0	1		
ENSG00000237213	0	0	0	0	0	0	0	0	0		
ENSG00000213045	0	0	0	0	1	0	0	0	1		
ENSG00000230063	0	0	0	0	0	0	0	0	1		
ENSG00000235467	0	0	0	0	0	0	0	0	0		
ENSG00000123684	982	2358	1058	1247	4198	3404	6400	2750	3052		
ENSG00000225338	12	41	24	56	9	34	21	39	68		
ENSG00000224407	0	333	227	482	709	538	1329	789	730		
ENSG00000232463	0	0	0	0	0	0	0	0	0		
ENSG00000225171	1	2	1	3	9	6	10	4	2		
ENSG00000235386	0	1	0	0	0	0	2	0	1		
ENSG00000213690	0	1	0	0	0	0	1	1	1		
ENSG00000229832	0	3	2	1	7	3	4	3	2		
ENSG00000237514	1	1	2	0	1	3	5	1	2		
ENSG00000287856	0	0	0	0	0	0	0	1	0		
ENSG00000203705	96	194	117	136	346	274	379	257	137		
ENSG00000224040	0	2	1	3	2	0	2	1	3		
ENSG00000228686	3	4	3	7	7	19	12	6	5		
ENSG00000174175	38	32	3	91	567	243	198	74	85		
ENSG00000236401	0	0	0	0	0	0	0	0	0		
ENSG00000215800	0	0	0	0	0	0	0	0	0		
ENSG00000270936	0	0	0	0	0	0	0	0	0		
ENSG00000008118	8	0	10	9	21	45	34	6	17		
ENSG00000171161	176	241	174	351	529	415	696	514	334		
ENSG00000241505	0	0	0	0	0	0	0	0	0		
ENSG00000261453	0	1	0	1	5	3	0	0	1		
ENSG00000231020	0	0	0	0	0	0	0	0	0		
ENSG00000270818	0	0	0	0	0	0	0	0	0		
ENSG00000196878	4536	1424	1450	1270	2892	2150	5173	6162	1715		
ENSG00000225561	0	0	0	0	1	0	0	0	0		
ENSG00000074964	203	1629	667	1482	1520	2185	2701	3377	2410		
ENSG00000223847	0	0	0	0	0	0	0	0	0		
ENSG00000277704	0	0	0	0	0	0	0	0	0		
ENSG00000240963	0	0	0	0	0	0	0	0	0		
ENSG00000226570	0	0	0	0	0	0	0	1	0		
ENSG00000198929	20	55	48	46	138	74	129	148	70		
ENSG00000174606	157	503	199	612	1233	959	1854	641	571		
ENSG00000236905	0	0	1	1	2	2	2	1	1		
ENSG00000227887	5	8	8	0	5	3	3	7	30		
ENSG00000116903	134	408	279	418	1219	729	1139	613	543		
ENSG00000226196	0	0	0	0	0	0	0	0	0		
ENSG00000287354	0	8	1	3	15	15	9	10	3		
ENSG00000233827	0	0	0	0	0	0	0	0	2		
ENSG00000198797	0	0	0	0	7	0	1	7	0		
ENSG00000151414	756	864	683	796	2910	2077	3341	1595	1166		
ENSG00000177614	11	74	40	175	98	71	859	31	172		
ENSG00000235182	0	0	0	0	2	4	4	0	5		
ENSG00000287157	0	0	0	0	0	0	0	0	0		
ENSG00000225755	0	0	0	0	1	0	0	0	0		
ENSG00000197472	13	12	21	42	34	11	69	14	24		
ENSG00000230184	0	0	0	0	0	1	1	1	1		
ENSG00000232436	0	0	0	0	0	0	0	0	0		
ENSG00000136643	178	261	195	230	929	767	1204	411	400		
ENSG00000236317	0	0	0	1	1	1	2	1	2		
ENSG00000176855	32	11	15	6	8	12	21	12	21		
ENSG00000225401	0	0	0	0	2	0	3	0	1		
ENSG00000228190	0	0	0	0	0	0	0	0	0		
ENSG00000135747	1	2	1	13	5	7	8	1	4		
ENSG00000069248	327	953	524	1066	2637	2283	3139	1579	1464		
ENSG00000253148	0	12	0	0	1	0	0	0	0		
ENSG00000227751	0	528	260	610	967	1483	1509	997	813		
ENSG00000090104	588	785	696	1529	5302	6811	2156	1392	1328		
ENSG00000236468	1	21	1	11	1	0	2	17	35		
ENSG00000185220	46	110	69	165	497	346	457	275	180		
ENSG00000236101	0	0	0	0	0	0	0	0	0		
ENSG00000162769	164	476	254	524	1155	1312	1593	708	749		
ENSG00000278684	0	0	0	0	0	0	0	0	0		
ENSG00000236775	0	0	0	0	0	0	0	0	0		
ENSG00000042781	0	1	3	6	12	4	11	22	2		
ENSG00000228646	0	0	0	0	0	0	0	0	0		
ENSG00000233332	0	0	0	0	1	0	0	0	0		
ENSG00000231984	0	0	0	0	0	0	0	0	0		
ENSG00000277462	30	102	51	90	208	253	317	214	109		
ENSG00000035687	623	1061	484	849	2295	1663	2524	1207	1286		
ENSG00000180287	0	0	0	0	1	3	3	0	0		
ENSG00000226693	0	0	0	0	1	0	0	0	0		
ENSG00000231272	0	0	0	0	0	0	0	0	0		
ENSG00000223828	0	0	0	0	2	1	0	2	0		
ENSG00000226723	5	13	7	11	14	8	14	12	13		
ENSG00000272672	0	0	0	0	2	1	2	0	0		
ENSG00000235096	0	0	0	0	0	0	1	0	0		
ENSG00000007341	69	284	162	511	1004	893	1203	400	345		
ENSG00000143324	412	559	397	634	2027	2056	1817	985	918		
ENSG00000225222	0	0	0	0	0	0	0	0	1		
ENSG00000198842	2	37	970	1199	1	2	3369	1159	4		
ENSG00000286619	49	2	26	173	2	115	343	118	50		
ENSG00000198756	15	39	5	16	39	30	35	22	6		
ENSG00000227554	0	0	0	0	0	0	1	0	0		
ENSG00000178596	0	0	0	0	0	0	0	0	0		
ENSG00000054282	191	415	226	346	825	685	932	480	390		
ENSG00000183780	3	2	1	4	5	0	8	0	0		
ENSG00000229663	0	0	0	1	0	2	2	0	0		
ENSG00000162702	256	287	343	562	1213	1210	1813	475	462		
ENSG00000228530	0	0	0	0	0	0	0	0	0		
ENSG00000143194	2	1	1	1	9	7	18	3	0		
ENSG00000054267	465	821	477	873	2459	1774	2928	1545	984		
ENSG00000287921	0	0	0	0	0	0	0	0	0		
ENSG00000232166	0	0	0	0	0	0	0	1	0		
ENSG00000175137	195	364	229	559	967	678	1269	772	498		
ENSG00000134245	11	234	91	337	1624	925	958	456	290		
ENSG00000187889	1	3	10	1	42	4	6	27	5		
ENSG00000097046	67	261	113	359	732	1158	1010	224	487		
ENSG00000231378	0	0	0	1	2	1	4	0	2		
ENSG00000235605	1	53	14	49	21	22	22	46	61		
ENSG00000224857	0	0	0	0	1	0	0	0	0		
ENSG00000273367	0	6	0	0	11	2	6	3	0		
ENSG00000231605	0	1	1	0	3	0	4	0	0		
ENSG00000236358	0	46	14	42	18	16	23	43	50		
ENSG00000203737	1	0	0	0	1	0	1	1	0		
ENSG00000215873	1	2	1	0	1	0	1	0	0		
ENSG00000185420	88	253	112	217	465	452	547	562	427		
ENSG00000272175	0	0	1	2	5	0	7	1	0		
ENSG00000213070	1	6	1	4	2	5	4	0	3		
ENSG00000229747	0	0	0	0	0	0	0	0	0		
ENSG00000136636	405	1266	836	1461	3120	2296	3091	3024	1685		
ENSG00000225486	3	3	8	6	3	5	8	9	16		
ENSG00000163874	324	348	203	673	872	1176	1721	1320	1825		
ENSG00000213068	0	2	1	0	7	1	2	0	0		
ENSG00000054392	18	93	40	66	233	217	296	82	82		
ENSG00000188739	6	8	6	6	25	16	24	10	16		
ENSG00000273198	0	0	0	0	0	0	0	0	0		
ENSG00000225719	0	0	0	0	0	0	0	0	0		
ENSG00000273483	0	1	0	0	10	10	14	3	0		
ENSG00000232809	0	0	0	1	0	0	0	0	0		
ENSG00000285981	0	0	0	0	0	0	0	0	0		
ENSG00000215796	0	0	0	1	3	2	3	0	1		
ENSG00000233047	0	0	0	0	0	0	0	0	0		
ENSG00000143341	39	37	175	179	1193	511	1316	120	71		
ENSG00000116703	0	1	0	1	5	2	2	0	0		
ENSG00000264341	0	0	0	0	0	0	0	0	0		
ENSG00000264101	0	0	0	0	0	0	0	0	0		
ENSG00000252404	0	0	0	0	0	0	0	0	0		
ENSG00000243267	0	0	0	1	0	0	0	1	1		
ENSG00000252151	0	0	0	0	0	0	0	0	0		
ENSG00000252969	0	0	0	0	0	0	0	0	0		
ENSG00000252956	0	0	0	0	1	0	0	0	0		
ENSG00000284357	0	0	0	0	0	0	0	0	0		
ENSG00000207237	0	1	0	0	0	0	0	0	0		
ENSG00000252691	0	0	0	0	0	0	0	0	0		
ENSG00000253005	0	0	0	0	0	0	3	0	0		
ENSG00000207941	0	0	0	0	0	0	1	0	0		
ENSG00000199963	0	0	0	0	0	0	0	0	0		
ENSG00000264698	0	0	0	0	0	0	0	0	0		
ENSG00000207328	0	0	0	0	0	0	0	0	0		
ENSG00000207466	0	0	0	0	0	0	0	0	0		
ENSG00000252368	0	0	0	0	0	0	0	0	0		
ENSG00000206779	0	0	0	0	0	0	0	0	0		
ENSG00000200796	0	0	0	0	0	0	0	0	0		
ENSG00000252190	0	0	0	0	0	0	0	0	0		
ENSG00000283724	0	0	0	0	0	0	0	0	0		
ENSG00000284410	0	0	0	0	0	0	0	0	0		
ENSG00000252018	0	1	0	0	0	0	0	1	0		
ENSG00000206627	0	0	0	0	2	0	3	1	0		
ENSG00000283414	0	0	0	0	0	0	0	0	0		
ENSG00000207508	0	0	0	0	0	0	0	0	0		
ENSG00000200171	0	0	0	0	0	0	0	0	0		
ENSG00000207194	0	0	0	0	0	0	0	0	0		
ENSG00000283477	0	0	0	0	0	0	0	0	0		
ENSG00000263675	1	13	1	4	14	13	17	5	6		
ENSG00000238653	0	0	0	0	0	0	0	0	0		
ENSG00000212624	0	0	0	0	0	0	0	0	0		
ENSG00000200575	0	0	0	0	0	1	0	0	1		
ENSG00000212360	0	0	1	1	0	0	0	0	0		
ENSG00000251825	0	0	0	0	0	0	0	0	0		
ENSG00000222624	0	0	0	0	0	0	0	0	0		
ENSG00000223152	0	0	0	0	0	0	0	0	0		
ENSG00000212308	0	0	0	0	0	0	0	0	0		
ENSG00000276081	0	0	0	0	0	0	0	0	0		
ENSG00000239640	0	0	0	0	0	0	0	0	0		
ENSG00000252338	0	0	0	0	0	0	0	0	0		
ENSG00000239319	0	0	0	0	0	0	0	0	0		
ENSG00000251767	0	0	0	0	0	0	0	0	0		
ENSG00000202263	0	0	0	0	0	0	1	0	0		
ENSG00000199318	0	0	0	0	0	0	0	0	0		
ENSG00000199666	0	0	0	0	0	0	0	0	0		
ENSG00000200601	0	0	0	0	0	0	0	0	0		
ENSG00000242482	0	0	0	0	0	0	0	0	0		
ENSG00000201620	0	0	0	0	0	0	0	0	0		
ENSG00000206817	0	0	0	0	0	0	0	0	0		
ENSG00000264963	0	0	0	0	0	0	0	0	0		
ENSG00000198974	0	0	0	0	0	0	0	0	0		
ENSG00000212248	0	0	0	0	0	0	0	0	0		
ENSG00000207962	0	0	0	0	1	0	1	0	0		
ENSG00000207234	0	1	1	0	4	3	2	0	0		
ENSG00000202259	0	0	0	0	2	0	2	0	1		
ENSG00000212459	0	0	0	0	2	0	3	0	0		
ENSG00000263526	0	0	0	0	1	1	2	0	0		
ENSG00000211575	0	0	0	0	0	0	0	0	0		
ENSG00000202254	0	0	0	0	0	0	0	0	0		
ENSG00000201491	0	0	0	0	0	0	0	0	0		
ENSG00000275455	0	0	0	0	0	0	0	0	0		
ENSG00000200800	0	0	0	0	0	0	0	0	0		
ENSG00000252530	0	0	0	0	0	0	0	0	0		
ENSG00000200536	0	0	0	0	0	1	0	0	0		
ENSG00000211543	0	0	0	0	0	0	0	0	0		
ENSG00000252797	0	0	0	1	2	1	1	0	3		
ENSG00000212266	0	1	0	0	0	0	0	0	0		
ENSG00000222209	0	0	0	0	0	0	0	0	0		
ENSG00000277141	0	0	0	0	0	0	0	0	0		
ENSG00000215930	0	0	0	2	0	1	0	0	0		
ENSG00000238761	0	0	0	0	0	0	0	0	0		
ENSG00000222069	0	1	1	0	2	0	1	0	0		
ENSG00000252005	0	0	0	0	0	0	0	0	0		
ENSG00000252510	0	0	0	0	1	0	0	0	0		
ENSG00000252830	0	0	0	0	0	0	0	0	0		
ENSG00000283296	0	0	0	1	1	0	1	0	0		
ENSG00000252717	0	0	0	0	0	0	0	0	0		
ENSG00000277313	0	0	0	0	0	0	0	0	0		
ENSG00000207472	0	0	0	0	0	0	0	0	0		
ENSG00000199849	0	0	0	0	0	0	0	0	0		
ENSG00000212538	0	0	0	0	0	0	0	0	0		
ENSG00000251813	0	0	0	0	0	0	0	0	0		
ENSG00000207108	0	0	0	0	0	0	0	0	0		
ENSG00000202491	0	0	0	0	1	0	0	0	0		
ENSG00000201596	0	0	0	0	0	0	0	0	0		
ENSG00000273629	0	0	0	0	0	0	0	0	0		
ENSG00000201493	0	0	0	0	0	0	0	0	0		
ENSG00000200139	0	0	0	0	0	0	0	0	0		
ENSG00000253025	0	0	0	0	0	0	0	0	0		
ENSG00000201544	1	3	1	2	4	2	4	3	3		
ENSG00000202498	0	0	0	0	0	0	0	0	0		
ENSG00000221545	0	0	0	0	0	0	1	0	0		
ENSG00000252906	0	1	0	1	0	2	2	0	1		
ENSG00000202329	0	0	0	0	0	0	0	0	0		
ENSG00000242794	0	0	0	0	0	0	0	0	0		
ENSG00000283340	0	0	0	0	0	0	0	0	0		
ENSG00000252860	0	0	0	1	0	0	1	0	0		
ENSG00000263390	0	0	0	0	0	0	0	0	0		
ENSG00000207181	2	1	2	6	5	5	9	2	4		
ENSG00000264377	0	0	0	0	0	0	0	0	0		
ENSG00000207149	0	0	0	0	0	0	0	0	0		
ENSG00000284485	0	0	0	0	0	0	0	0	0		
ENSG00000239494	1	1	1	2	15	14	24	5	4		
ENSG00000199442	0	0	0	0	0	0	0	0	0		
ENSG00000239690	0	3	0	0	1	0	0	0	0		
ENSG00000202184	0	0	0	0	0	0	2	0	0		
ENSG00000241395	0	0	0	0	0	0	0	0	0		
ENSG00000200982	0	0	0	0	0	0	0	0	0		
ENSG00000222407	0	0	0	0	0	0	0	0	0		
ENSG00000200495	0	0	0	0	0	0	0	0	0		
ENSG00000202609	0	0	0	0	0	0	0	0	0		
ENSG00000252553	0	0	0	0	0	1	0	0	0		
ENSG00000222240	0	0	0	0	0	0	0	0	0		
ENSG00000212187	0	0	0	0	0	0	0	0	0		
ENSG00000200036	0	0	0	0	0	0	0	0	1		
ENSG00000212610	0	0	0	0	0	0	0	0	0		
ENSG00000200327	0	0	0	0	0	0	0	0	0		
ENSG00000200972	0	0	0	0	0	0	0	0	0		
ENSG00000252011	0	0	0	0	0	0	0	0	0		
ENSG00000207326	0	0	0	0	0	0	0	0	0		
ENSG00000212205	0	0	0	0	1	0	0	1	0		
ENSG00000264358	0	0	0	0	1	1	1	1	0		
ENSG00000212527	0	0	0	0	1	0	0	0	0		
ENSG00000252879	0	0	0	0	1	1	1	0	0		
ENSG00000202264	0	0	0	0	0	0	0	0	0		
ENSG00000285609	0	0	0	0	0	0	0	0	1		
ENSG00000252084	0	0	0	0	0	0	0	0	0		
ENSG00000200085	0	0	0	0	1	0	0	0	0		
ENSG00000264500	0	0	0	0	0	0	0	0	0		
ENSG00000202025	0	0	0	0	0	0	0	0	0		
ENSG00000225545	0	0	0	0	0	0	0	0	0		
ENSG00000206990	0	0	0	0	0	0	0	0	0		
ENSG00000230175	1	0	0	1	2	1	0	1	2		
ENSG00000225272	1	0	0	0	1	1	1	0	0		
ENSG00000273365	0	1	0	0	3	2	1	0	0		
ENSG00000230659	1	1	2	0	1	1	3	1	0		
ENSG00000162545	232	2596	965	2096	2417	3170	4549	1895	4252		
ENSG00000090432	259	350	335	396	646	865	1155	455	637		
ENSG00000215520	0	0	0	0	0	0	0	0	0		
ENSG00000183114	3	1	6	0	3	4	3	2	0		
ENSG00000158825	241	48	180	38	233	255	373	86	81		
ENSG00000158828	101	607	511	858	1331	2003	2419	1066	1258		
ENSG00000284005	0	0	0	0	0	0	0	0	0		
ENSG00000117242	20	518	366	706	1192	1867	2089	830	1042		
ENSG00000234473	0	0	0	1	1	1	2	1	0		
ENSG00000238754	0	0	0	0	0	0	0	0	0		
ENSG00000221680	0	0	0	0	0	0	0	0	0		
ENSG00000162630	1	14	1	11	387	33	77	125	11		
ENSG00000276735	0	3	1	0	1	0	0	2	1		
ENSG00000229639	0	0	0	0	0	0	0	0	0		
ENSG00000287453	0	1	1	0	0	0	1	2	0		
ENSG00000270615	0	0	0	0	0	0	0	0	0		
ENSG00000287283	0	0	0	0	0	0	0	0	1		
ENSG00000240692	0	0	0	0	0	0	0	0	0		
ENSG00000237919	0	0	0	0	1	0	0	0	0		
ENSG00000066557	144	322	265	257	781	924	709	429	385		
ENSG00000244389	0	0	0	0	0	0	0	0	0		
ENSG00000228988	0	0	0	1	1	0	1	1	1		
ENSG00000118454	204	417	287	371	1207	949	1014	614	497		
ENSG00000116761	5	220	130	99	224	267	96	171	118		
ENSG00000278636	0	0	0	0	0	0	0	0	0		
ENSG00000271992	1	7	2	3	3	2	6	4	4		
ENSG00000237033	0	0	0	0	0	0	0	0	0		
ENSG00000007968	71	232	131	348	390	1010	541	281	683		
ENSG00000117318	241	729	1358	365	835	1128	1271	234	1631		
ENSG00000229239	0	1	0	0	0	0	0	0	1		
ENSG00000142676	5075	11854	8158	11335	17315	36334	30145	21423	20101		
ENSG00000057757	270	648	585	815	1096	1731	1497	1071	1026		
ENSG00000117308	482	1279	933	1016	1731	2998	3304	2118	3644		
ENSG00000273844	0	0	0	0	0	0	0	0	0		
ENSG00000235748	0	0	0	0	4	0	2	0	1		
ENSG00000221879	0	0	0	0	0	0	0	0	0		
ENSG00000230260	0	0	0	0	1	0	0	0	0		
ENSG00000199241	0	0	0	0	0	0	0	0	0		
ENSG00000223963	0	0	1	0	0	1	0	0	0		
ENSG00000215802	0	0	0	0	0	0	0	0	0		
ENSG00000233615	0	0	0	0	0	1	0	0	1		
ENSG00000238085	0	0	1	1	2	0	2	1	3		
ENSG00000265831	0	0	0	0	0	0	0	0	0		
ENSG00000224348	0	0	0	0	0	0	0	0	0		
ENSG00000287738	0	0	0	0	1	0	0	0	0		
ENSG00000132703	0	1	1	0	0	0	0	0	1		
ENSG00000276632	0	0	0	0	0	0	0	0	0		
ENSG00000223603	0	0	0	0	0	0	0	0	0		
ENSG00000132693	5	2	6	2	0	1	0	2	3		
ENSG00000235226	0	0	0	0	0	0	0	1	0		
ENSG00000158716	72	70	139	86	168	207	241	514	193		
ENSG00000181036	24	5	2	7	61	34	23	9	12		
ENSG00000158714	126	201	170	425	1360	836	1121	290	147		
ENSG00000212161	0	0	1	0	0	0	0	0	0		
ENSG00000243284	0	1	2	0	4	3	7	3	0		
ENSG00000213085	11	7	6	8	15	17	17	20	11		
ENSG00000266458	0	0	0	0	0	0	0	0	0		
ENSG00000287040	0	0	0	2	1	0	0	0	0		
ENSG00000279430	0	0	1	1	1	2	0	1	2		
ENSG00000162723	8	0	11	29	8	8	58	22	1		
ENSG00000273933	0	1	0	2	17	1	8	2	5		
ENSG00000256029	3	65	51	126	391	200	305	74	49		
ENSG00000188004	0	0	0	0	1	0	2	0	0		
ENSG00000266580	0	0	0	0	1	0	0	0	0		
ENSG00000254545	0	2	11	18	10	17	41	11	2		
ENSG00000269967	2	3	2	3	6	0	4	4	2		
ENSG00000228634	0	4	1	3	3	2	8	1	4		
ENSG00000284702	0	0	0	0	0	0	0	0	0		
ENSG00000221040	0	0	0	0	1	1	0	0	0		
ENSG00000163399	1033	34830	16721	23660	53373	68810	64245	19208	47580		
ENSG00000212385	0	0	0	0	0	0	0	0	0		
ENSG00000200547	0	0	0	0	1	0	0	0	1		
ENSG00000224950	2	25	7	18	63	36	71	10	20		
ENSG00000177888	336	564	458	518	1418	1075	1619	971	652		
ENSG00000243364	45	183	112	279	454	544	809	267	573		
ENSG00000251246	0	0	0	0	0	0	0	0	0		
ENSG00000143590	22	107	64	60	245	116	318	382	323		
ENSG00000202027	0	0	0	0	0	0	0	0	0		
ENSG00000169242	345	984	740	1532	2695	4919	6479	3714	2287		
ENSG00000169241	437	495	611	609	1488	1884	2121	1285	869		
ENSG00000223452	0	0	0	0	0	0	0	1	1		
ENSG00000163463	9	87	19	105	269	223	236	113	136		
ENSG00000273088	0	0	0	0	0	0	0	0	0		
ENSG00000284586	0	0	0	0	0	0	0	0	0		
ENSG00000169231	36	462	214	677	915	959	1509	544	427		
ENSG00000177628	361	495	567	533	1699	2421	2442	597	934		
ENSG00000143630	31	184	89	189	346	648	826	291	360		
ENSG00000143627	1	32	52	38	89	112	227	48	188		
ENSG00000253074	0	0	0	0	1	0	0	0	0		
ENSG00000252116	0	0	0	0	1	0	0	0	0		
ENSG00000228523	1	0	0	0	1	0	0	0	0		
ENSG00000223263	0	1	0	11	7	17	8	2	9		
ENSG00000207504	0	0	0	0	1	0	0	0	0		
ENSG00000238139	0	0	0	0	0	0	0	0	0		
ENSG00000197721	1	2	1	1	8	1	10	1	1		
ENSG00000244703	0	0	0	0	0	0	0	0	1		
ENSG00000226289	0	0	0	0	0	0	0	0	0		
ENSG00000285239	0	0	0	0	0	0	1	0	0		
ENSG00000234219	0	0	1	3	2	1	11	6	3		
ENSG00000174059	218	219	224	575	1461	3187	1960	585	756		
ENSG00000158731	0	0	0	0	0	0	0	0	0		
ENSG00000201746	0	0	0	2	2	1	0	0	1		
ENSG00000264881	0	0	0	0	0	0	0	0	0		
ENSG00000199562	0	0	1	1	0	1	1	1	1		
ENSG00000264501	0	0	0	0	0	0	0	0	0		
ENSG00000284735	1	9	1	5	5	3	4	3	5		
ENSG00000284642	3	13	4	13	10	10	9	3	17		
ENSG00000142657	1053	2120	1056	2202	2636	5826	4124	2745	3338		
ENSG00000271989	0	6	8	26	9	22	31	25	30		
ENSG00000251503	0	0	0	0	1	4	0	0	0		
ENSG00000175279	5	12	7	14	12	18	19	23	18		
ENSG00000160049	349	1118	574	1353	1384	2619	2008	1091	1260		
ENSG00000203469	0	150	55	157	205	373	260	103	125		
ENSG00000236035	3	6	4	5	3	5	3	2	4		
ENSG00000221643	1	1	0	2	2	1	1	2	0		
ENSG00000227417	0	0	1	0	1	0	0	1	0		
ENSG00000223505	1	1	1	5	8	5	4	4	3		
